base_premium,account_age_days,clad_score,delivery_consistency,avg_daily_earning,claim_free_weeks,past_claims_count,is_monsoon,is_aqi_season,flood_frequency,avg_rainfall_mm,aqi_annual_avg,waterlogging_score,disruption_days_per_year,weekly_disruption_prob,expected_weekly_payout,optimal_premium
49,179,57.470308539185524,0.5223886861403794,838.1536330085719,11,0,1,0,0.45,940,88,0.4,19,0.910958904109589,381.76175750047963,120.0
49,20,48.61431105002896,0.7074503506939749,786.1187548395578,5,1,0,1,0.72,970,95,0.68,28,0.536986301369863,211.06750129938814,120.0
49,208,64.15077646306108,0.8337282828233562,637.2552623951267,6,1,0,0,0.72,970,95,0.68,28,0.536986301369863,171.0986731910203,120.0
49,75,45.5551056601305,0.6965985787351198,693.6280840473553,9,1,0,1,0.45,940,88,0.4,19,0.3643835616438356,126.37333586068254,120.0
49,63,47.724741196946226,0.9167305780228427,828.0825651899415,5,4,0,1,0.3,720,220,0.28,35,0.6712328767123288,277.9181211938845,120.0
49,109,36.44150645738623,0.6982723113365861,690.2545588298638,0,1,1,0,0.45,940,88,0.4,19,0.910958904109589,314.3967682341503,120.0
49,172,41.64155762078677,0.8358471170584854,616.0562574094618,7,1,0,1,0.3,720,220,0.28,35,0.6712328767123288,206.75860693879196,120.0
49,3,61.617476968461794,0.7628048574190319,792.9369753910808,3,1,0,1,0.72,970,95,0.68,28,0.536986301369863,212.89814681733128,120.0
49,204,61.58715978201105,0.7344720298698456,819.5399625278374,5,1,0,1,0.45,940,88,0.4,19,0.3643835616438356,149.3134452276745,120.0
49,146,69.60080722037486,0.7842155614405389,735.166022658213,6,5,0,1,0.3,720,220,0.28,35,0.6712328767123288,246.7338021250167,120.0
49,378,63.80940696495595,0.7484765754737088,474.13974051045636,15,2,0,1,0.85,2400,145,0.8,38,0.7287671232876712,172.7687273640841,120.0
49,209,76.11392631492375,0.876444950132348,923.4759762816584,13,1,0,1,0.72,970,95,0.68,28,0.536986301369863,247.94697445370556,120.0
49,82,79.51611381651567,0.6128949564579673,757.2653494786476,5,0,0,0,0.72,970,95,0.68,28,0.536986301369863,203.32055958604786,120.0
49,221,74.36402266071734,0.5822048316911118,767.5957355037577,1,1,1,0,0.85,2400,145,0.8,38,1.821917808219178,699.2481700136971,120.0
49,324,48.091765190711996,0.8162959251868783,651.5263607777033,0,2,0,1,0.72,970,95,0.68,28,0.536986301369863,174.93036535949295,120.0
49,164,74.06798443484682,0.14028136598469446,664.3058538810723,0,1,0,0,0.45,940,88,0.4,19,0.3643835616438356,121.03106652901728,120.0
49,271,66.23660131436229,0.8064642004695984,597.8495562923005,9,2,1,0,0.3,720,220,0.28,35,1.678082191780822,501.6203468890877,120.0
49,181,64.0559584650032,0.7700133453404276,807.0522448536399,11,1,0,1,0.3,720,220,0.28,35,0.6712328767123288,270.85999998512574,120.0
49,54,82.72847468072038,0.8186126271808569,569.1891164701989,9,1,1,0,0.3,720,220,0.28,35,1.678082191780822,477.57306005205044,120.0
49,120,53.92759942504254,0.8182904788482792,674.4792571972579,2,3,0,1,0.85,2400,145,0.8,38,0.7287671232876712,245.7691539924255,120.0
49,134,77.31421665646705,0.8270736388842321,723.6497940378578,4,5,0,1,0.3,720,220,0.28,35,0.6712328767123288,242.86876649215776,120.0
49,194,69.90202673150934,0.919617474952648,492.2420877026785,0,3,1,0,0.72,970,95,0.68,28,1.3424657534246576,330.40907256755133,120.0
49,378,50.82606278752051,0.9205307296694134,708.1422690171461,9,0,0,1,0.72,970,95,0.68,28,0.536986301369863,190.13134894158992,120.0
49,121,76.1085213751916,0.828407006848339,567.2827385541941,5,5,0,1,0.72,970,95,0.68,28,0.536986301369863,152.31152980359184,120.0
49,108,83.80673538304741,0.8902641259898036,772.7302219456398,1,2,0,1,0.72,970,95,0.68,28,0.536986301369863,207.47277191965122,120.0
49,940,55.89085982321449,0.512588057330692,661.1069100401077,3,4,1,0,0.72,970,95,0.68,28,1.3424657534246576,443.75669304062023,120.0
49,228,35.64876777706719,0.6133033172567453,599.5893170676896,4,2,0,0,0.72,970,95,0.68,28,0.536986301369863,160.98562485653036,120.0
49,80,46.579010888949405,0.8592317488003685,576.76931496601,1,2,0,1,0.85,2400,145,0.8,38,0.7287671232876712,210.16525723418997,120.0
49,393,59.44162207058943,0.9179372933686446,613.5664019054923,25,6,0,0,0.72,970,95,0.68,28,0.536986301369863,164.7383764020226,120.0
49,32,28.85310709080035,0.43940196448896157,773.7060298580595,32,2,1,0,0.3,720,220,0.28,35,1.678082191780822,649.1711551891253,120.0
49,109,73.9432084712243,0.9709173420192551,803.6988534740865,4,3,0,1,0.3,720,220,0.28,35,0.6712328767123288,269.73454671390573,120.0
49,206,72.81571204004743,0.8964994308681163,664.9023597857906,7,4,1,0,0.72,970,95,0.68,28,1.3424657534246576,446.30432369183205,120.0
49,202,59.70435635428335,0.819632256921918,533.9120555500732,7,1,1,0,0.45,940,88,0.4,19,0.910958904109589,243.18597050739635,120.0
49,66,79.96568770860593,0.8356678039255473,682.6478154253382,6,9,0,0,0.45,940,88,0.4,19,0.3643835616438356,124.37282116653422,120.0
49,111,40.407333497373806,0.6997612782832174,587.4644050773486,3,1,1,0,0.3,720,220,0.28,35,1.678082191780822,492.90677823270687,120.0
49,156,88.47884771376363,0.874724615608621,933.0855612578401,20,2,0,1,0.85,2400,145,0.8,38,0.7287671232876712,340.00104012956916,120.0
49,170,42.9893961176887,0.9442211969406096,417.8531270382017,1,2,0,0,0.45,940,88,0.4,19,0.3643835616438356,76.12940533709703,102.774697205081
49,258,63.875794296801935,0.7923821729434698,724.1823605378493,0,4,0,1,0.85,2400,145,0.8,38,0.7287671232876712,263.8801478124218,120.0
49,148,63.699893201386615,0.5387006647755679,805.7987752614953,12,1,0,1,0.45,940,88,0.4,19,0.3643835616438356,146.80991384901216,120.0
49,121,71.2624049226659,0.7934264139106058,729.397228197404,5,3,0,1,0.72,970,95,0.68,28,0.536986301369863,195.838159899577,120.0
49,18,74.95075926000348,0.8686492983073265,967.4852469428575,7,1,1,0,0.3,720,220,0.28,35,1.678082191780822,811.7598818527401,120.0
49,12,83.1260045724611,0.9081566485485947,739.1974119263873,1,3,0,0,0.72,970,95,0.68,28,0.536986301369863,198.4694421062629,120.0
49,248,53.191569381620255,0.8308811496738889,680.3611467316152,0,1,0,1,0.45,940,88,0.4,19,0.3643835616438356,123.9562089250751,120.0
49,361,65.37220029555304,0.8106986607816985,603.4873219926552,0,2,0,0,0.85,2400,145,0.8,38,0.7287671232876712,219.90085979458397,120.0
49,9,43.23097355442685,0.7317502887609271,805.5190459624063,5,0,0,1,0.3,720,220,0.28,35,0.6712328767123288,270.34543323395826,120.0
49,349,50.19105317062302,0.7741232924809669,554.4807702333301,1,3,0,0,0.45,940,88,0.4,19,0.3643835616438356,101.02183896031904,120.0
49,239,66.55361459624662,0.8404839145097717,899.1876521112858,5,6,0,0,0.45,940,88,0.4,19,0.3643835616438356,163.82459963123426,120.0
49,105,67.98829970169223,0.8734149219897238,735.9569424932566,1,2,0,0,0.85,2400,145,0.8,38,0.7287671232876712,268.17061192220035,120.0
49,80,65.27876222040555,0.7520950444193325,611.4926831010625,1,1,0,0,0.72,970,95,0.68,28,0.536986301369863,164.18159710658665,120.0
49,49,81.31093618838285,0.7845995885758297,609.2450278876282,0,3,1,0,0.72,970,95,0.68,28,1.3424657534246576,408.94529269169567,120.0
49,24,64.52230380829408,0.4630393009440441,847.9661205382497,9,3,0,1,0.3,720,220,0.28,35,0.6712328767123288,284.59136922174133,120.0
49,174,47.47985822046951,0.7396872476045651,746.108465737077,1,3,0,0,0.72,970,95,0.68,28,0.536986301369863,200.32501271844808,120.0
49,30,68.17722443945749,0.7998024505187568,690.5025968475043,18,2,0,0,0.72,970,95,0.68,28,0.536986301369863,185.3952177837135,120.0
49,102,45.60880673670123,0.8438210392497032,519.0963968570264,0,3,0,0,0.72,970,95,0.68,28,0.536986301369863,139.3738271013386,120.0
49,20,70.67170265224416,0.5775844785546569,649.556844944471,8,1,1,0,0.3,720,220,0.28,35,1.678082191780822,545.0048870253266,120.0
49,426,71.41859310293228,0.5274142222146976,700.9046356549121,6,2,0,0,0.85,2400,145,0.8,38,0.7287671232876712,255.3981275126118,120.0
49,159,62.56597033142389,0.7992195814459068,680.6531840984649,13,2,0,1,0.45,940,88,0.4,19,0.3643835616438356,124.00941573300798,120.0
49,26,83.8655738733746,0.684985294941987,639.8645787640806,3,0,0,1,0.85,2400,145,0.8,38,0.7287671232876712,233.1561341797883,120.0
49,14,41.6889574397233,0.8228849722071995,798.5689987720328,3,2,0,0,0.72,970,95,0.68,28,0.536986301369863,214.4103065196143,120.0
49,28,62.19100060251669,0.9290829810191407,884.1240417037943,15,3,1,0,0.85,2400,145,0.8,38,1.821917808219178,805.4006681274291,120.0
49,346,51.82822056894501,0.8915228440242083,622.4623807736618,9,2,1,0,0.3,720,220,0.28,35,1.678082191780822,522.2715181148875,120.0
49,291,58.46345885884128,0.6181134471244485,758.745407457587,1,2,0,1,0.85,2400,145,0.8,38,0.7287671232876712,276.47435395029885,120.0
49,55,57.07575085988365,0.8633279876795029,807.1754969534063,7,1,0,1,0.45,940,88,0.4,19,0.3643835616438356,147.0607412257576,120.0
49,13,56.337549476376616,0.749355757200442,714.2255069910083,1,3,1,0,0.85,2400,145,0.8,38,1.821917808219178,650.6300851356445,120.0
49,153,41.96523615098685,0.46614513108326594,487.9009917660869,2,3,0,0,0.3,720,220,0.28,35,0.6712328767123288,163.74759312697438,120.0
49,343,88.17694679522691,0.8524703641671888,882.27917052983,1,2,1,0,0.72,970,95,0.68,28,1.3424657534246576,592.2147856981051,120.0
49,477,49.44377913728458,0.8005225722892013,677.6825983500034,21,0,0,0,0.45,940,88,0.4,19,0.3643835616438356,123.46819942541158,120.0
49,394,61.321930734585884,0.9060710205806064,443.7646299904374,6,1,0,0,0.3,720,220,0.28,35,0.6712328767123288,148.93470458583172,120.0
49,1040,62.427769809754096,0.618831984258807,723.2404686257094,15,3,0,0,0.85,2400,145,0.8,38,0.7287671232876712,263.5369378827927,120.0
49,340,55.86377615174565,0.9563201912906137,656.967854172183,2,1,1,0,0.85,2400,145,0.8,38,1.821917808219178,598.4707164719201,120.0
49,47,87.37427758835523,0.8346636641430678,643.7107197654948,3,3,1,0,0.3,720,220,0.28,35,1.678082191780822,540.099747748446,120.0
49,92,50.59721536893459,0.8689577833194668,699.798721943968,9,1,0,0,0.85,2400,145,0.8,38,0.7287671232876712,254.99515073574725,120.0
49,296,53.94262160362433,0.7490605215705295,569.3741014034321,3,3,1,0,0.3,720,220,0.28,35,1.678082191780822,477.72827001315363,120.0
49,178,55.66622712129515,0.7725103255336416,884.114437036439,2,0,0,0,0.72,970,95,0.68,28,0.536986301369863,237.37867076594802,120.0
49,89,76.03685814274708,0.9300176477813039,732.4978339659515,6,2,0,0,0.72,970,95,0.68,28,0.536986301369863,196.67065131140615,120.0
49,34,39.89326834847455,0.8382650104857347,665.4340633593921,12,1,1,0,0.45,940,88,0.4,19,0.910958904109589,303.09154255753134,120.0
49,424,52.10160499447384,0.8928747196008261,762.7448823825637,1,2,0,0,0.45,940,88,0.4,19,0.3643835616438356,138.9658484340835,120.0
49,0,24.068103619649044,0.553299386105177,836.1788687192499,2,1,0,1,0.72,970,95,0.68,28,0.536986301369863,224.50829899859312,120.0
49,63,94.99669749242395,0.8365640218191462,653.8141152639148,1,1,0,1,0.72,970,95,0.68,28,0.536986301369863,175.54461176948945,120.0
49,136,55.939471225974394,0.5089974424974661,751.3091136304361,1,1,0,1,0.72,970,95,0.68,28,0.536986301369863,201.721351056939,120.0
49,37,47.924956597895964,0.5011394158907856,495.36532784630975,3,3,0,1,0.3,720,220,0.28,35,0.6712328767123288,166.2527470169122,120.0
49,3,70.41490032486064,0.7756781659416255,519.1892441247242,0,1,0,1,0.45,940,88,0.4,19,0.3643835616438356,94.59201297066892,120.0
49,55,58.33543636268139,0.5478451697743573,743.0164156112155,2,1,1,0,0.85,2400,145,0.8,38,1.821917808219178,676.8574197006278,120.0
49,263,65.41041040773477,0.6971393069466056,517.2876497042148,10,2,0,1,0.3,720,220,0.28,35,0.6712328767123288,173.61023859935977,120.0
49,19,49.60222751653316,0.7609555035170905,525.7375889753688,2,4,1,0,0.45,940,88,0.4,19,0.910958904109589,239.46266895110975,120.0
49,151,59.08351488539188,0.9811968796806426,597.8488823790594,0,3,0,0,0.3,720,220,0.28,35,0.6712328767123288,200.64791257927337,120.0
49,223,62.885089036071705,0.738856263111645,737.6611638285481,18,0,0,0,0.85,2400,145,0.8,38,0.7287671232876712,268.79160216218327,120.0
49,62,76.62698187958283,0.9912686583897952,667.4161699933126,8,0,1,0,0.3,720,220,0.28,35,1.678082191780822,559.9895946861698,120.0
49,187,39.89360339102873,0.8904864456884657,718.6822308349155,1,1,1,0,0.72,970,95,0.68,28,1.3424657534246576,482.4031412453542,120.0
49,22,46.23544114824693,0.8544107067658935,804.9164271196523,3,1,1,0,0.85,2400,145,0.8,38,1.821917808219178,733.2457863487243,120.0
49,150,72.8474172652701,0.6130668909369911,674.836101494414,14,0,0,1,0.72,970,95,0.68,28,0.536986301369863,181.18887108617145,120.0
49,245,77.29323434491444,0.40945876782674845,703.6973338236776,28,1,0,1,0.45,940,88,0.4,19,0.3643835616438356,128.2078704089714,120.0
49,75,64.3877859728719,0.8244748590199343,771.2917524765918,1,1,1,0,0.45,940,88,0.4,19,0.910958904109589,351.30754479242023,120.0
49,310,77.91115531700872,0.7302850487928044,719.8708605804964,3,3,1,0,0.45,940,88,0.4,19,0.910958904109589,327.88638512741784,120.0
49,117,40.032660525239,0.7781428643069591,536.3351937726817,8,1,0,0,0.45,940,88,0.4,19,0.3643835616438356,97.71586407091324,120.0
49,122,78.88297828430201,0.8581680719047149,465.9163726695871,0,1,0,1,0.45,940,88,0.4,19,0.3643835616438356,84.88613365076039,114.59628042852653
49,40,82.19703349408773,0.7917042972225162,715.0151714390638,4,3,1,0,0.3,720,220,0.28,35,1.678082191780822,599.9271130225022,120.0
49,251,70.59105239810182,0.9253595117926243,732.7548795408042,0,1,0,0,0.72,970,95,0.68,28,0.536986301369863,196.73966628766797,120.0
49,7,63.53421902790115,0.7932808684523861,684.4066990001745,2,1,0,0,0.3,720,220,0.28,35,0.6712328767123288,229.698138705538,120.0
49,344,49.48010721051628,0.4488019497732277,991.2480874665896,2,4,0,0,0.72,970,95,0.68,28,0.536986301369863,266.1433221143172,120.0
49,97,61.06022167341821,0.9412104069529438,716.0475668468247,9,3,0,0,0.85,2400,145,0.8,38,0.7287671232876712,260.9159627140484,120.0
49,190,71.8039034097292,0.6594462494526269,735.4670470628554,1,1,0,1,0.72,970,95,0.68,28,0.536986301369863,197.46786469084884,120.0
49,33,46.889062811494995,0.9090198997035134,791.1907865609569,4,1,1,0,0.45,940,88,0.4,19,0.910958904109589,360.37114593358655,120.0
49,475,78.57343468405152,0.9658108152115142,726.9004919401493,3,4,1,0,0.85,2400,145,0.8,38,1.821917808219178,662.1764755345196,120.0
49,123,60.73919621945293,0.6979624786049965,707.2678908267039,19,1,1,0,0.3,720,220,0.28,35,1.678082191780822,593.4268262073372,120.0
49,165,70.62031619503827,0.9620679956926527,546.5558235074793,2,1,0,1,0.72,970,95,0.68,28,0.536986301369863,146.74649507872047,120.0
49,274,38.39573298703217,0.5681636007139494,702.8264413013549,11,1,0,1,0.85,2400,145,0.8,38,0.7287671232876712,256.09840189884983,120.0
49,2,69.54638069644884,0.5139018636170019,470.0089997537083,3,3,0,1,0.85,2400,145,0.8,38,0.7287671232876712,171.26355333491287,120.0
49,33,38.18497806491456,0.6920426153744214,539.2295691096841,17,1,0,1,0.85,2400,145,0.8,38,0.7287671232876712,196.48639093585751,120.0
49,784,62.828450812009415,0.8825188398296735,764.8833793474473,11,2,1,0,0.45,940,88,0.4,19,0.910958904109589,348.38866251099483,120.0
49,143,58.059233649499774,0.7256920651890925,550.4917179868934,18,2,1,0,0.3,720,220,0.28,35,1.678082191780822,461.8851743383181,120.0
49,99,22.723874533354454,0.7949579477320728,740.3405598773968,1,2,1,0,0.72,970,95,0.68,28,1.3424657534246576,496.94092375332116,120.0
49,123,77.10809599081398,0.5147074845926537,510.9307900984014,5,4,1,0,0.85,2400,145,0.8,38,1.821917808219178,465.4369526238862,120.0
49,213,55.288535565932406,0.7545976670223217,533.1885504100628,11,0,1,0,0.45,940,88,0.4,19,0.910958904109589,242.8564287826656,120.0
49,42,69.22226601125244,0.635167895169957,659.6308156847372,1,1,1,0,0.3,720,220,0.28,35,1.678082191780822,553.4573624752076,120.0
49,87,58.060793199439956,0.9299124016032264,733.7098210785334,0,5,1,0,0.85,2400,145,0.8,38,1.821917808219178,668.3794945441434,120.0
49,619,52.288299196530645,0.9756952471737537,716.4878448103456,6,4,0,1,0.3,720,220,0.28,35,0.6712328767123288,240.46509860073243,120.0
49,66,61.067405896736126,0.8069471695862499,787.1603289087249,5,2,1,0,0.72,970,95,0.68,28,1.3424657534246576,528.3678920072263,120.0
49,94,62.13247795535655,0.5493418742914256,917.7220691667729,11,1,1,0,0.45,940,88,0.4,19,0.910958904109589,418.003545202674,120.0
49,317,49.6323026372426,0.6734136794553345,717.2149433299361,5,1,0,0,0.45,940,88,0.4,19,0.3643835616438356,130.67066775737192,120.0
49,78,49.73827851043293,0.9017486336990975,733.5447002731373,15,1,1,0,0.72,970,95,0.68,28,1.3424657534246576,492.379319361421,120.0
49,601,74.73770684016895,0.8893801947988609,564.8988794850984,1,1,0,0,0.85,2400,145,0.8,38,0.7287671232876712,205.83986567539202,120.0
49,323,44.596935406127315,0.9847414873664505,653.9524545658085,24,1,0,0,0.45,940,88,0.4,19,0.3643835616438356,119.14476227020894,120.0
49,129,57.61186396701664,0.757234818124758,783.4081394455751,2,1,1,0,0.45,940,88,0.4,19,0.910958904109589,356.8263100899366,120.0
49,43,34.19641320120632,0.6349266658060464,672.3146927029876,0,3,0,1,0.72,970,95,0.68,28,0.536986301369863,180.51189009559667,120.0
49,70,49.191873004586974,0.7912498797836951,732.7582440571075,2,1,1,0,0.45,940,88,0.4,19,0.910958904109589,333.7563234917647,120.0
49,38,75.31140920747183,0.947937431954941,740.468975380385,2,3,0,1,0.85,2400,145,0.8,38,0.7287671232876712,269.81472253586634,120.0
49,245,38.48119299677531,0.4541877273860119,592.5697768637397,14,1,1,0,0.72,970,95,0.68,28,1.3424657534246576,397.7523159770307,120.0
49,224,78.62474837919608,0.9274501665176123,548.0848211439602,14,0,1,0,0.3,720,220,0.28,35,1.678082191780822,459.8656889735283,120.0
49,104,58.15671482190863,0.7787036666502164,820.2242569146283,4,2,0,1,0.45,940,88,0.4,19,0.3643835616438356,149.43811804061036,120.0
49,43,79.15308176431209,0.8066109736952931,1028.0668513027163,3,2,0,1,0.45,940,88,0.4,19,0.3643835616438356,187.30533044282365,120.0
49,221,46.99781387977985,0.26063881384211013,602.910685238392,1,2,0,1,0.3,720,220,0.28,35,0.6712328767123288,202.34673682658362,120.0
49,71,47.44478795906099,0.7218711117900843,486.847643881738,2,3,0,1,0.45,940,88,0.4,19,0.3643835616438356,88.6996392277687,119.74451295748776
49,275,73.33103280178138,0.8100681801018591,886.4522080444567,1,2,0,1,0.45,940,88,0.4,19,0.3643835616438356,161.50430639714074,120.0
49,752,31.998901271345932,0.7372140692262267,580.5634740340801,4,2,0,0,0.45,940,88,0.4,19,0.3643835616438356,105.77389321442828,120.0
49,72,71.48483007073534,0.7140506260415661,777.1760709611775,1,0,0,1,0.72,970,95,0.68,28,0.536986301369863,208.66645192930247,120.0
49,82,26.412591062314227,0.7865909735873288,792.8137120459089,0,3,0,1,0.45,940,88,0.4,19,0.3643835616438356,144.4441420576793,120.0
49,157,42.092789286305724,0.6413948326742487,614.8779954038004,2,1,0,0,0.45,940,88,0.4,19,0.3643835616438356,112.02571697082938,120.0
49,152,61.35402270753269,0.9813710602640804,656.8034891098304,3,2,1,0,0.45,940,88,0.4,19,0.910958904109589,299.1604933274227,120.0
49,544,74.73376925066391,0.9111600695893689,824.6719454220084,0,4,0,1,0.3,720,220,0.28,35,0.6712328767123288,276.77346113478364,120.0
49,76,31.90575001797582,0.7834047102393574,638.7639958092036,6,4,0,1,0.72,970,95,0.68,28,0.536986301369863,171.50375777890946,120.0
49,54,52.95833625158839,0.8460676138684595,635.9562014998942,5,3,0,1,0.85,2400,145,0.8,38,0.7287671232876712,231.73198575201624,120.0
49,392,61.07039217335489,0.8604794161331416,700.1982060558923,13,3,1,0,0.45,940,88,0.4,19,0.910958904109589,318.9258952240879,120.0
49,69,86.73450957823175,0.7478200250045813,599.1249321959803,18,1,1,0,0.3,720,220,0.28,35,1.678082191780822,502.69043968498346,120.0
49,32,73.41079607987788,0.5994293149092864,579.9171860390218,0,2,0,0,0.45,940,88,0.4,19,0.3643835616438356,105.6561448536848,120.0
49,26,70.96544733697341,0.8732649909318292,628.0270756982185,0,1,0,1,0.3,720,220,0.28,35,0.6712328767123288,210.77621033707334,120.0
49,21,40.573855844694926,0.7629326656017964,594.2464142397993,1,3,0,1,0.45,940,88,0.4,19,0.3643835616438356,108.26681245738808,120.0
49,22,83.02269533080558,0.952615394514352,779.0593332568484,0,5,0,1,0.45,940,88,0.4,19,0.3643835616438356,141.93820729200115,120.0
49,122,74.78651962367017,0.63095305400487,835.642399551776,1,2,0,0,0.85,2400,145,0.8,38,0.7287671232876712,304.49435380927724,120.0
49,812,74.72003151840786,0.829696818365908,653.6722653239267,1,0,1,0,0.85,2400,145,0.8,38,1.821917808219178,595.4685704663168,120.0
49,102,55.27077507969068,0.6265047618573255,818.1484829966109,10,2,0,0,0.72,970,95,0.68,28,0.536986301369863,219.6672639278572,120.0
49,128,74.82933914172534,0.7722025930400451,764.913976555251,1,3,1,0,0.3,720,220,0.28,35,1.678082191780822,641.7942611508099,120.0
49,131,73.14113000018435,0.5667400527278726,607.659693217784,6,3,0,1,0.45,940,88,0.4,19,0.3643835616438356,110.71060164104833,120.0
49,50,77.0230027609352,0.850356147524311,725.8265588625317,16,0,0,0,0.72,970,95,0.68,28,0.536986301369863,194.87945963980303,120.0
49,96,56.96841695885881,0.7975718211529329,745.5660912223616,1,0,0,0,0.3,720,220,0.28,35,0.6712328767123288,250.22423609517617,120.0
49,131,49.24165728819256,0.8790412637486705,630.543916005231,5,2,0,0,0.72,970,95,0.68,28,0.536986301369863,169.29672265345928,120.0
49,104,69.36072096258592,0.7665485074760287,674.1779876190185,7,0,0,1,0.3,720,220,0.28,35,0.6712328767123288,226.26521502282128,120.0
49,25,58.04214611439363,0.7733162011660913,518.3702362280144,14,3,1,0,0.72,970,95,0.68,28,1.3424657534246576,347.9471448653795,120.0
49,40,51.469446044505304,0.7577892500084553,708.7367354635128,1,4,0,1,0.72,970,95,0.68,28,0.536986301369863,190.29095911075137,120.0
49,75,54.18958734492535,0.8905639962133717,828.2554666189168,2,0,0,1,0.3,720,220,0.28,35,0.6712328767123288,277.97614975566387,120.0
49,626,74.79801560723268,0.3147867237973637,778.7914936717923,8,3,0,1,0.45,940,88,0.4,19,0.3643835616438356,141.88940912102518,120.0
49,86,74.52174534099545,0.7867310391982958,503.6778007168017,4,4,0,1,0.72,970,95,0.68,28,0.536986301369863,135.23403964451114,120.0
49,16,54.76029934128758,0.5921403596902506,854.9164899103017,12,4,1,0,0.3,720,220,0.28,35,1.678082191780822,717.310068589123,120.0
49,384,68.59602967270013,0.786462611037706,649.7040522834653,2,1,1,0,0.3,720,220,0.28,35,1.678082191780822,545.1284000323597,120.0
49,151,39.93206941418879,0.9042999310773949,620.0066425350915,0,2,0,1,0.72,970,95,0.68,28,0.536986301369863,166.4675368998328,120.0
49,43,39.969473006559774,0.6589948326270243,873.9207707753005,2,2,0,0,0.3,720,220,0.28,35,0.6712328767123288,293.3021764930803,120.0
49,66,50.01587121228738,0.3417627232787921,854.203459281719,7,1,1,0,0.3,720,220,0.28,35,1.678082191780822,716.7118065891136,120.0
49,20,74.54218840946837,0.6740912593330214,670.9564160437124,2,1,0,1,0.85,2400,145,0.8,38,0.7287671232876712,244.48548858579107,120.0
49,235,64.06112163486135,0.7953741996208052,821.0043320601534,0,6,1,0,0.72,970,95,0.68,28,1.3424657534246576,551.0850996020208,120.0
49,39,83.30926743677641,0.9440858851452223,604.8299090148074,2,2,0,0,0.45,940,88,0.4,19,0.3643835616438356,110.19503821776628,120.0
49,169,71.86287636676344,0.42801391845407355,821.8504497972408,1,3,0,0,0.3,720,220,0.28,35,0.6712328767123288,275.82652082236166,120.0
49,412,72.11079082177682,0.7920790353479968,831.3787542915734,7,3,0,0,0.72,970,95,0.68,28,0.536986301369863,223.21950115225806,120.0
49,337,41.246134185084856,0.23983094243041786,846.1495198070113,8,1,0,0,0.3,720,220,0.28,35,0.6712328767123288,283.9816881544079,120.0
49,114,51.151993887565894,0.4098846579764983,482.8143967862535,6,1,0,1,0.45,940,88,0.4,19,0.3643835616438356,87.96481475694756,118.75249992187922
49,16,80.77111371476887,0.6312269567183922,655.1351104451454,2,1,0,1,0.72,970,95,0.68,28,0.536986301369863,175.89928992773767,120.0
49,34,40.832776813400216,0.929121022647096,625.952425018136,5,1,1,0,0.72,970,95,0.68,28,1.3424657534246576,420.15984692998165,120.0
49,49,73.24762436924843,0.9694623896925695,566.5248213044307,0,2,1,0,0.72,970,95,0.68,28,1.3424657534246576,380.27008553311106,120.0
49,158,48.689388706188716,0.7400911574880213,784.4335940892214,3,1,0,1,0.45,940,88,0.4,19,0.3643835616438356,142.91735344365267,120.0
49,139,81.07483401056255,0.8192583330994926,804.0043658477341,4,3,1,0,0.85,2400,145,0.8,38,1.821917808219178,732.4149360119769,120.0
49,624,41.47559824012454,0.8239967878453993,710.9727883852271,4,5,0,1,0.85,2400,145,0.8,38,0.7287671232876712,259.0667968636581,120.0
49,157,75.1452239136605,0.6687669021157602,683.5648640557735,4,0,1,0,0.45,940,88,0.4,19,0.910958904109589,311.3497497240338,120.0
49,24,67.99179202636346,0.8255447201307786,653.311734791285,9,3,0,0,0.85,2400,145,0.8,38,0.7287671232876712,238.05605678696136,120.0
49,615,56.956736492844115,0.9189311149255541,613.1197932395952,6,2,0,1,0.3,720,220,0.28,35,0.6712328767123288,205.77308129274087,120.0
49,156,81.62622027721861,0.6630667322270883,823.3794773763366,5,2,0,1,0.85,2400,145,0.8,38,0.7287671232876712,300.0259465508295,120.0
49,38,51.26858901497868,0.7384036018523082,793.590659779429,7,1,0,1,0.85,2400,145,0.8,38,0.7287671232876712,289.1713910977097,120.0
49,223,54.39837899386024,0.8299401445807877,664.1171801415642,8,1,0,0,0.3,720,220,0.28,35,0.6712328767123288,222.888642650251,120.0
49,1046,83.58291277951527,0.6324931698790467,722.4061072921884,11,2,1,0,0.3,720,220,0.28,35,1.678082191780822,606.1284119403635,120.0
49,0,78.04163749435334,0.6735664132514094,784.218643633681,6,4,0,0,0.3,720,220,0.28,35,0.6712328767123288,263.19666806883816,120.0
49,309,82.53905101170623,0.939051639228154,725.9441690233587,2,1,1,0,0.85,2400,145,0.8,38,1.821917808219178,661.3053046582651,120.0
49,248,51.452296730293355,0.9264264901277645,837.3727674573144,1,1,0,0,0.3,720,220,0.28,35,0.6712328767123288,281.0360657904685,120.0
49,161,58.801893958430554,0.7205657793841979,426.42522124432804,3,2,0,1,0.85,2400,145,0.8,38,0.7287671232876712,155.38234089176885,120.0
49,3,85.71676197909798,0.6767692142432601,541.0734249270811,0,2,0,1,0.85,2400,145,0.8,38,0.7287671232876712,197.1582616857583,120.0
49,110,41.31795918852533,0.890118784145923,626.4181445917804,5,0,0,1,0.3,720,220,0.28,35,0.6712328767123288,210.23622660957017,120.0
